date,pm10,pm2_5,carbon_monoxide,sulphur_dioxide
2024-03-29 09:00:00+00:00,35.6,19.4,200.0,0.3
2024-03-29 10:00:00+00:00,39.2,19.9,213.0,0.3
2024-03-29 11:00:00+00:00,42.8,20.5,229.0,0.3
2024-03-29 12:00:00+00:00,54.6,21.0,253.0,0.2
2024-03-29 13:00:00+00:00,67.8,22.2,255.0,0.2
2024-03-29 14:00:00+00:00,80.8,23.5,259.0,0.2
2024-03-29 15:00:00+00:00,93.1,24.7,267.0,0.3
2024-03-29 16:00:00+00:00,98.0,25.7,285.0,0.4
2024-03-29 17:00:00+00:00,102.7,26.5,308.0,0.5
2024-03-29 18:00:00+00:00,61.2,27.8,325.0,0.6
2024-03-29 19:00:00+00:00,41.3,24.5,333.0,0.6
2024-03-29 20:00:00+00:00,28.7,19.4,336.0,0.6
2024-03-29 21:00:00+00:00,23.9,16.8,332.0,0.6
2024-03-29 22:00:00+00:00,21.8,15.0,318.0,0.5
2024-03-29 23:00:00+00:00,20.6,13.9,297.0,0.4
2024-03-30 00:00:00+00:00,26.2,17.5,240.0,0.5
2024-03-30 01:00:00+00:00,25.6,15.8,226.0,0.4
2024-03-30 02:00:00+00:00,24.3,14.6,208.0,0.3
2024-03-30 03:00:00+00:00,24.1,13.8,194.0,0.2
2024-03-30 04:00:00+00:00,21.2,13.2,190.0,0.2
2024-03-30 05:00:00+00:00,20.2,13.0,190.0,0.3
2024-03-30 06:00:00+00:00,18.3,12.1,191.0,0.3
2024-03-30 07:00:00+00:00,18.6,11.6,190.0,0.3
2024-03-30 08:00:00+00:00,18.9,10.8,189.0,0.2
2024-03-30 09:00:00+00:00,21.8,10.9,190.0,0.2
2024-03-30 10:00:00+00:00,26.9,12.1,195.0,0.2
2024-03-30 11:00:00+00:00,35.2,13.9,203.0,0.2
2024-03-30 12:00:00+00:00,24.4,9.7,223.0,0.2
2024-03-30 13:00:00+00:00,36.0,12.1,224.0,0.2
2024-03-30 14:00:00+00:00,49.7,15.3,226.0,0.3
2024-03-30 15:00:00+00:00,59.8,17.5,232.0,0.3
2024-03-30 16:00:00+00:00,64.5,18.9,244.0,0.4
2024-03-30 17:00:00+00:00,58.1,19.6,259.0,0.4
2024-03-30 18:00:00+00:00,39.0,19.2,273.0,0.5
2024-03-30 19:00:00+00:00,29.9,17.5,284.0,0.6
2024-03-30 20:00:00+00:00,22.2,14.6,294.0,0.7
2024-03-30 21:00:00+00:00,17.9,12.1,299.0,0.8
2024-03-30 22:00:00+00:00,15.8,10.7,296.0,0.8
2024-03-30 23:00:00+00:00,14.7,9.7,289.0,0.7
